lastname,firstname,title,year,volume,ID
Mauthner,Fritz,Hypatia,1891,,Fritz_Mauthner_-_Hypatia_(1891)
Auerbach,Berthold,"Walpurga, die taufrische Amme",1867,,"Berthold_Auerbach_-_Walpurga,_die_taufrische_Amme_(1867)"
von Eichendorff,Joseph,Die Glücksritter,1841,,Joseph_von_Eichendorff_-_Die_Glücksritter_(1841)
Jensen,Wilhelm,Im Frühlingswald,1905,,Wilhelm_Jensen_-_Im_Frühlingswald_(1905)
Tieck,Ludwig,Die Ahnenprobe,1833,,Ludwig_Tieck_-_Die_Ahnenprobe_(1833)
Kluge,Kurt,Der Nonnenstein,1936,,Kurt_Kluge_-_Der_Nonnenstein_(1936)
Stratz,Rudolph,Das Paradies im Schnee,1928,,Rudolph_Stratz_-_Das_Paradies_im_Schnee_(1928)
Meyrink,Gustav,J. H. Obereits Besuch bei den Zeitegeln,1913,,Gustav_Meyrink_-_J._H._Obereits_Besuch_bei_den_Zeitegeln_(1913)
Hoffmann,ETA,Der Magnetiseur,1814,,ETA_Hoffmann_-_Der_Magnetiseur_(1814)
von Bülow,Frieda,Die schönsten Novellen über Lou Andreas-Salomé und andere Fraue,1899,,Frieda_von_Bülow_-_Die_schönsten_Novellen_über_Lou_Andreas-Salomé_und_andere_Fraue_(1899)
Langewiesche,Wilhelm,Wolfs Geschichten um ein Bürgerhaus – Zweites Buch: Vor Bismarc,1919,,Wilhelm_Langewiesche_-_Wolfs_Geschichten_um_ein_Bürgerhaus_–_Zweites_Buch:_Vor_Bismarc_(1919)
Seidl,Walter,Anasthase und das Untier Richard Wagner,1930,,Walter_Seidl_-_Anasthase_und_das_Untier_Richard_Wagner_(1930)
Seidel,Willy,Der Tod des Achilleus,1934,,Willy_Seidel_-_Der_Tod_des_Achilleus_(1934)
Kraft,Robert,Die Vestalinnen,1895,Band 1,Robert_Kraft_-_Die_Vestalinnen_-_Band_1_(1895)
Dahn,Felix,Fredigundis,1886,,Felix_Dahn_-_Fredigundis_(1886)
von Thümmel,Moritz August,Wilhelmine's Werdegang,1764,,Moritz_August_von_Thümmel_-_Wilhelmine's_Werdegang_(1764)
Schirokauer,Alfred,Irrwege der Liebe,1920,,Alfred_Schirokauer_-_Irrwege_der_Liebe_(1920)
Paul,Jean,Des Feldpredigers Schmelzle Reise nach Flätz,1809,,Jean_Paul_-_Des_Feldpredigers_Schmelzle_Reise_nach_Flätz_(1809)
Ebers,Georg,Die Nilbraut,1887,,Georg_Ebers_-_Die_Nilbraut_(1887)
Fontane,Theodor,Schach von Wuthenow,1883,,Theodor_Fontane_-_Schach_von_Wuthenow_(1883)
von Holtei,Karl,Die Vagabunden,1851,,Karl_von_Holtei_-_Die_Vagabunden_(1851)
Löns,Hermann,Das zweite Gesicht,1912,,Hermann_Löns_-_Das_zweite_Gesicht_(1912)
Colerus,Egmont,Zwei Welten,1926,1,Egmont_Colerus_-_Zwei_Welten_-_1_(1926)
Jensen,Wilhelm,Auf dem Vestenstein,1912,,Wilhelm_Jensen_-_Auf_dem_Vestenstein_(1912)
Schnitzler,Arthur,Frau Berta Garlan,1901,,Arthur_Schnitzler_-_Frau_Berta_Garlan_(1901)
Stoessl,Otto,Allerleirauh,1911,,Otto_Stoessl_-_Allerleirauh_(1911)
Bettauer,Hugo,Die freudlose Gasse,1924,,Hugo_Bettauer_-_Die_freudlose_Gasse_(1924)
May,Karl,"Matavese, der Fürst des Felsens, Teil 1",1901,,"Karl_May_-_Matavese,_der_Fürst_des_Felsens,_Teil_1_(1901)"
Wieland,Christoph Martin,Krates und Hipparchia,1804,,Christoph_Martin_Wieland_-_Krates_und_Hipparchia_(1804)
Kürnberger,Ferdinand,Flucht und Fund,1859,,Ferdinand_Kürnberger_-_Flucht_und_Fund_(1859)
Franzos,Karl Emil,Moschko von Parma,1880,,Karl_Emil_Franzos_-_Moschko_von_Parma_(1880)
von Horváth,Ödön,Sechsunddreißig Stunden,1929,,Ödön_von_Horváth_-_Sechsunddreißig_Stunden_(1929)
Bierbaum,Otto Julius,Der mutige Revierförster,1902,,Otto_Julius_Bierbaum_-_Der_mutige_Revierförster_(1902)
Schubin,Ossip,Schatten,1906,,Ossip_Schubin_-_Schatten_(1906)
Seidel,Heinrich,Das alte Haus,1899,,Heinrich_Seidel_-_Das_alte_Haus_(1899)
Löns,Hermann,Aus Forst und Flur. Vierzig Tiernovellen,1914,,Hermann_Löns_-_Aus_Forst_und_Flur._Vierzig_Tiernovellen_(1914)
Baumann,Joseph,Ulli und Elsi,1829,,Joseph_Baumann_-_Ulli_und_Elsi_(1829)
Hadwiger,Victor,Il Pantegan,1919,,Victor_Hadwiger_-_Il_Pantegan_(1919)
von Hofmannsthal,Hugo,Knabengeschichte,1906,,Hugo_von_Hofmannsthal_-_Knabengeschichte_(1906)
von Dedenroth,Eugen Hermann,Die Bescholtenen,1880,,Eugen_Hermann_von_Dedenroth_-_Die_Bescholtenen_(1880)
Lenz,Jakob Michael Reinhold,Der Landprediger,1777,,Jakob_Michael_Reinhold_Lenz_-_Der_Landprediger_(1777)
Körner,Theodor,Die Reise nach Schandau,1810,,Theodor_Körner_-_Die_Reise_nach_Schandau_(1810)
von Hillern,Wilhemine,Die Geier-Wally,1875,,Wilhemine_von_Hillern_-_Die_Geier-Wally_(1875)
Busson,Paul,Die Wiedergeburt des Melchior Dronte,1921,,Paul_Busson_-_Die_Wiedergeburt_des_Melchior_Dronte_(1921)
von Glümer,Claire,Gesühnt,1882,,Claire_von_Glümer_-_Gesühnt_(1882)
Raabe,Wilhelm,Theklas Erbschaft oder die Geschichte eines schwülen Tages,1868,,Wilhelm_Raabe_-_Theklas_Erbschaft_oder_die_Geschichte_eines_schwülen_Tages_(1868)
von Goethe,Johann Wolfgang,Die Leiden des jungen Werther,1774,,Johann_Wolfgang_von_Goethe_-_Die_Leiden_des_jungen_Werther_(1774)
von Ebner-Eschenbach,Marie,Bozena,1875,,Marie_von_Ebner-Eschenbach_-_Bozena_(1875)
Federer,Heinrich,Papst und Kaiser im Dorf,1924,,Heinrich_Federer_-_Papst_und_Kaiser_im_Dorf_(1924)
Kopisch,August,Der Träumer,1840,,August_Kopisch_-_Der_Träumer_(1840)
Gotthelf,Jeremias,Der Besuch,1854,,Jeremias_Gotthelf_-_Der_Besuch_(1854)
Meyrink,Gustav,Meine Qualen und Wonnen im Jenseits,1913,,Gustav_Meyrink_-_Meine_Qualen_und_Wonnen_im_Jenseits_(1913)
Gerstäcker,Friedrich,Der Osage,1847,,Friedrich_Gerstäcker_-_Der_Osage_(1847)
Wildermuth,Ottilie,Der Peterli von Emmental,1862,,Ottilie_Wildermuth_-_Der_Peterli_von_Emmental_(1862)
Przybyszewski,Stanislaw,Epipsychidion,1900,Introibo,Stanislaw_Przybyszewski_-_Epipsychidion_-_Introibo_(1900)
Kluge,Kurt,Der Herr Kortüm,1938,,Kurt_Kluge_-_Der_Herr_Kortüm_(1938)
Heiberg,Hermann,Küsse,1896,,Hermann_Heiberg_-_Küsse_(1896)
Busch,Wilhelm,Eduards Traum,1891,,Wilhelm_Busch_-_Eduards_Traum_(1891)
Stratz,Rudolph,Das freie Meer,1918,,Rudolph_Stratz_-_Das_freie_Meer_(1918)
Wassermann,Jakob,Die Geschichte der jungen Renate Fuchs,1903,,Jakob_Wassermann_-_Die_Geschichte_der_jungen_Renate_Fuchs_(1903)
von Holtei,Karl,Der letzte Komödiant,1863,Zweiter Teil,Karl_von_Holtei_-_Der_letzte_Komödiant_-_Zweiter_Teil_(1863)
Meyer,Conrad Ferdinand,Jürg Jenatsch,1876,,Conrad_Ferdinand_Meyer_-_Jürg_Jenatsch_(1876)
Wörishöffer,Sophie,Onnen Visser,1885,Der Schmugglersohn von Norderney,Sophie_Wörishöffer_-_Onnen_Visser_-_Der_Schmugglersohn_von_Norderney_(1885)
Frommel,Emil,Aus der Chronik eines geistlichen Herrn,1889,,Emil_Frommel_-_Aus_der_Chronik_eines_geistlichen_Herrn_(1889)
Klabund,,Die 99 Wiederkehr des Buddha,1928,,Klabund_-_Die_99_Wiederkehr_des_Buddha_(1928)
Zschokke,Heinrich,Der König von Akim,1825,,Heinrich_Zschokke_-_Der_König_von_Akim_(1825)
Grimmelshausen,,Aus dem ewig-währenden Calender,1670,,Grimmelshausen_-_Aus_dem_ewig-währenden_Calender_(1670)
Heine,Anselma,Die Erscheinung,1912,,Anselma_Heine_-_Die_Erscheinung_(1912)
Wassermann,Jakob,Etzel Andergast,1931,,Jakob_Wassermann_-_Etzel_Andergast_(1931)
Heine,Heinrich,Reisebilder,1826,,Heinrich_Heine_-_Reisebilder_(1826)
Bierbaum,Otto Julius,Die Schlangendame,1896,,Otto_Julius_Bierbaum_-_Die_Schlangendame_(1896)
Emmerich,Ferdinand,Quer durch Hawaii,1923,,Ferdinand_Emmerich_-_Quer_durch_Hawaii_(1923)
Paul,Jean,Die Vernichtung,1807,,Jean_Paul_-_Die_Vernichtung_(1807)
Heine,Heinrich,Schnabelewopski,1834,,Heinrich_Heine_-_Schnabelewopski_(1834)
Wassermann,Jakob,Das Gänsemännchen,1915,,Jakob_Wassermann_-_Das_Gänsemännchen_(1915)
Riehl,Wilhelm Heinrich,Durch tausend Jahre,1897,Erster Band,Wilhelm_Heinrich_Riehl_-_Durch_tausend_Jahre_-_Erster_Band_(1897)
Marlitt,Eugenie,Thüringer Erzählungen,1869,,Eugenie_Marlitt_-_Thüringer_Erzählungen_(1869)
Berend,Alice,Die Reise des Herrn Sebastian Wenzel,1912,,Alice_Berend_-_Die_Reise_des_Herrn_Sebastian_Wenzel_(1912)
Hackländer,FW,Feuerwerker Wortmann und andere Soldatengeschichten,1877,,FW_Hackländer_-_Feuerwerker_Wortmann_und_andere_Soldatengeschichten_(1877)
Schmidt,Maximilian,Hančička das Chodenmädchen,1893,,Maximilian_Schmidt_-_Hančička_das_Chodenmädchen_(1893)
Möllhausen,Balduin,Der Vaquero,1905,,Balduin_Möllhausen_-_Der_Vaquero_(1905)
Kompert,Leopold,Am Pflug,1855,,Leopold_Kompert_-_Am_Pflug_(1855)
Stehr,Hermann,Der Schindelmacher,1899,,Hermann_Stehr_-_Der_Schindelmacher_(1899)
Ungar,Hermann,Die Verstümmelten,1923,,Hermann_Ungar_-_Die_Verstümmelten_(1923)
Seidel,Heinrich,Eine Weihnachtsgeschichte,1880,,Heinrich_Seidel_-_Eine_Weihnachtsgeschichte_(1880)
Przybyszewski,Stanislaw,De profundis,1895,,Stanislaw_Przybyszewski_-_De_profundis_(1895)
Anklam,Louise,Kindergeschichten,1898,,Louise_Anklam_-_Kindergeschichten_(1898)
Fontane,Theodor,Unwiederbringlich,1891,,Theodor_Fontane_-_Unwiederbringlich_(1891)
Milow,Stephan,Die junge Mutter,1907,,Stephan_Milow_-_Die_junge_Mutter_(1907)
Großmann,Stefan,Herzliche Grüße,1909,,Stefan_Großmann_-_Herzliche_Grüße_(1909)
Steub,Ludwig,Benno und Kriemhilde,1879,,Ludwig_Steub_-_Benno_und_Kriemhilde_(1879)
Rheiner,Walther,Kokain,1918,,Walther_Rheiner_-_Kokain_(1918)
Wassermann,Jakob,Lukardis,1920,Erzählungen,Jakob_Wassermann_-_Lukardis_-_Erzählungen_(1920)
Stifter,Adalbert,Die Mappe meines Urgroßvaters,1841,,Adalbert_Stifter_-_Die_Mappe_meines_Urgroßvaters_(1841)
von Eschstruth,Nataly,Die Erlkönigin,1888,,Nataly_von_Eschstruth_-_Die_Erlkönigin_(1888)
May,Karl,Deutsche Herzen,1885,Deutsche Helden. 6. Der Engel der Verbannten-,Karl_May_-_Deutsche_Herzen_-_Deutsche_Helden._6._Der_Engel_der_Verbannten-_(1885)
von Schmid,Christoph,Wie Heinrich von Eichenfels zur Erkenntnis Gottes kam,1817,,Christoph_von_Schmid_-_Wie_Heinrich_von_Eichenfels_zur_Erkenntnis_Gottes_kam_(1817)
Hegner,Ulrich,Saly's Revolutionstage,1814,,Ulrich_Hegner_-_Saly's_Revolutionstage_(1814)
Heiberg,Hermann,Es ging fast ans Leben!,1896,,Hermann_Heiberg_-_Es_ging_fast_ans_Leben!_(1896)
von Ebner-Eschenbach,Marie,Erzählungen und andere Werke,1900,,Marie_von_Ebner-Eschenbach_-_Erzählungen_und_andere_Werke_(1900)
Ernst,Paul,Das Buch der Liebe. Erster Teil,1919,,Paul_Ernst_-_Das_Buch_der_Liebe._Erster_Teil_(1919)
May,Karl,Der Schatz der Mixtekas,1901,,Karl_May_-_Der_Schatz_der_Mixtekas_(1901)
Siebe,Josephine,Die Schloßkinder auf Rabenburg,1919,,Josephine_Siebe_-_Die_Schloßkinder_auf_Rabenburg_(1919)
Stifter,Adalbert,Zwei Schwestern,1847,,Adalbert_Stifter_-_Zwei_Schwestern_(1847)
Thoma,Ludwig,Agricola,1897,,Ludwig_Thoma_-_Agricola_(1897)
Thoma,Ludwig,Münchnerinnen,1919,,Ludwig_Thoma_-_Münchnerinnen_(1919)
Wichert,Ernst,Mutter und Tochter,1886,,Ernst_Wichert_-_Mutter_und_Tochter_(1886)
Meyer,Conrad Ferdinand,Das Leiden eines Knaben,1883,,Conrad_Ferdinand_Meyer_-_Das_Leiden_eines_Knaben_(1883)
Voß,Richard,Rolla,1883,,Richard_Voß_-_Rolla_(1883)
zu Reventlow,Fanny,Das allerjüngste Gericht,1897,,Fanny_zu_Reventlow_-_Das_allerjüngste_Gericht_(1897)
Wertheimer,Paul,Respektlose Geschichten,1929,,Paul_Wertheimer_-_Respektlose_Geschichten_(1929)
Wassermann,Jakob,Caspar Hauser oder Die Trägheit des Herzens,1908,,Jakob_Wassermann_-_Caspar_Hauser_oder_Die_Trägheit_des_Herzens_(1908)
Schnitzler,Arthur,Die Hirtenflöte,1911,,Arthur_Schnitzler_-_Die_Hirtenflöte_(1911)
Niese,Charlotte,Als der Mond in Dorothees Zimmer schien,1917,,Charlotte_Niese_-_Als_der_Mond_in_Dorothees_Zimmer_schien_(1917)
Weinland,David Friedrich,Rulaman,1878,,David_Friedrich_Weinland_-_Rulaman_(1878)
Klabund,,Das Schreibmaschinenbureau,1928,,Klabund_-_Das_Schreibmaschinenbureau_(1928)
Stelzhamer,Franz,Das Märlein vom Rausche,1874,,Franz_Stelzhamer_-_Das_Märlein_vom_Rausche_(1874)
von Schmid,Christoph,Das Rotkehlchen,1854,,Christoph_von_Schmid_-_Das_Rotkehlchen_(1854)
Hawel,Rudolf,Die Einkommensteuer,1923,,Rudolf_Hawel_-_Die_Einkommensteuer_(1923)
Lewald,Fanny,Diogena,1847,,Fanny_Lewald_-_Diogena_(1847)
Seidel,Heinrich,Neues von Leberecht Hühnchen und anderen Sonderlingen,1888,,Heinrich_Seidel_-_Neues_von_Leberecht_Hühnchen_und_anderen_Sonderlingen_(1888)
May,Karl,Ardistan und Dschinnistan. 1. Band,1909,,Karl_May_-_Ardistan_und_Dschinnistan._1._Band_(1909)
Schliepmann,Hans,"Zwei Träume (Silberne Gitter, Leben)",1895,,"Hans_Schliepmann_-_Zwei_Träume_(Silberne_Gitter,_Leben)_(1895)"
Glauser,Friedrich,Der Tee der drei alten Damen,1940,,Friedrich_Glauser_-_Der_Tee_der_drei_alten_Damen_(1940)
Harich,Walther,Der Schatten der Susette,1928,,Walther_Harich_-_Der_Schatten_der_Susette_(1928)
von Liliencron,Detlev,Nächtlicher Angriff,1906,,Detlev_von_Liliencron_-_Nächtlicher_Angriff_(1906)
Ruederer,Josef,Das Grab des Herrn Schefbeck,1912,,Josef_Ruederer_-_Das_Grab_des_Herrn_Schefbeck_(1912)
Reuter,Gabriele,Aus guter Familie,1895,,Gabriele_Reuter_-_Aus_guter_Familie_(1895)
Bronner,Franz Xaver,Ein Mönchsleben aus der empfindsamen Zeit,1850,,Franz_Xaver_Bronner_-_Ein_Mönchsleben_aus_der_empfindsamen_Zeit_(1850)
Niese,Charlotte,Reifezeit,1908,,Charlotte_Niese_-_Reifezeit_(1908)
Flex,Walter,Novellen,1914,,Walter_Flex_-_Novellen_(1914)
Spielhagen,Friedrich,Die Dorfcoquette,1868,,Friedrich_Spielhagen_-_Die_Dorfcoquette_(1868)
Barthel,Max,Der Mensch am Kreuz,1927,,Max_Barthel_-_Der_Mensch_am_Kreuz_(1927)
Klinger,Friedrich Maximilian,Geschichte eines Deutschen der neuesten Zeit,1798,,Friedrich_Maximilian_Klinger_-_Geschichte_eines_Deutschen_der_neuesten_Zeit_(1798)
Schmidt,Maximilian,Der Zuggeist oder die erste Zugspitzbesteigung,1887,,Maximilian_Schmidt_-_Der_Zuggeist_oder_die_erste_Zugspitzbesteigung_(1887)
von Thümmel,Moritz August,Reise in die mittäglichen Provinzen von Frankreich,1791,,Moritz_August_von_Thümmel_-_Reise_in_die_mittäglichen_Provinzen_von_Frankreich_(1791)
Seidel,Heinrich,Die goldene Zeit,1909,,Heinrich_Seidel_-_Die_goldene_Zeit_(1909)
von Arnim,Achim,Novellen,1810,,Achim_von_Arnim_-_Novellen_(1810)
Dronke,Ernst,Die Maikönigin,1846,,Ernst_Dronke_-_Die_Maikönigin_(1846)
von Schmid,Christoph,Kupfermünzen und Goldstücke,1854,,Christoph_von_Schmid_-_Kupfermünzen_und_Goldstücke_(1854)
Hansjakob,Heinrich,Erzbauern,1899,,Heinrich_Hansjakob_-_Erzbauern_(1899)
Gutzkow,Karl,Der Zauberer von Rom. IX. Buch,1858,,Karl_Gutzkow_-_Der_Zauberer_von_Rom._IX._Buch_(1858)
Grimmelshausen,,Simplicius Simplicissimus,1667,,Grimmelshausen_-_Simplicius_Simplicissimus_(1667)
Spielhagen,Friedrich,Susi,1895,,Friedrich_Spielhagen_-_Susi_(1895)
Möllhausen,Balduin,Die Familie Melville,1888,,Balduin_Möllhausen_-_Die_Familie_Melville_(1888)
Ball,Hugo,Flametti,1918,,Hugo_Ball_-_Flametti_(1918)
Ruppius,Otto,Auf Regierungs-Lande,1864,,Otto_Ruppius_-_Auf_Regierungs-Lande_(1864)
Thoma,Ludwig,Andreas Vöst,1906,,Ludwig_Thoma_-_Andreas_Vöst_(1906)
Braun,Isabella,Gesammelte Erzählungen,1886,,Isabella_Braun_-_Gesammelte_Erzählungen_(1886)
Federer,Heinrich,Der Erzengel Michael,1911,,Heinrich_Federer_-_Der_Erzengel_Michael_(1911)
Blüthgen,Clara,Dilettanten des Lasters,1902,,Clara_Blüthgen_-_Dilettanten_des_Lasters_(1902)
Jensen,Wilhelm,Osmund Werneking,1888,,Wilhelm_Jensen_-_Osmund_Werneking_(1888)
Hartmann,Moritz,Der Krieg um den Wald,1850,1,Moritz_Hartmann_-_Der_Krieg_um_den_Wald_-_1_(1850)
Stinde,Julius,Frau Buchholz im Orient,1888,,Julius_Stinde_-_Frau_Buchholz_im_Orient_(1888)
Klaußmann,Oskar,Drei Kriminalerzählungen,1889,,Oskar_Klaußmann_-_Drei_Kriminalerzählungen_(1889)
Engel,Georg,Der verbotene Rausch,1909,,Georg_Engel_-_Der_verbotene_Rausch_(1909)
Heer,Jakob Christoph,An heiligen Wassern,1898,,Jakob_Christoph_Heer_-_An_heiligen_Wassern_(1898)
Greinz,Rudolf,Krähwinkel,1918,,Rudolf_Greinz_-_Krähwinkel_(1918)
Dehmel,Richard,Zwei Menschen,1903,,Richard_Dehmel_-_Zwei_Menschen_(1903)
Schwarzenbach,Annemarie,Lyrische Novelle,1933,,Annemarie_Schwarzenbach_-_Lyrische_Novelle_(1933)
Wildermuth,Ottilie,Die alte Freundin,1877,,Ottilie_Wildermuth_-_Die_alte_Freundin_(1877)
Mörike,Eduard,Bruchstücke eines Romans,1875,,Eduard_Mörike_-_Bruchstücke_eines_Romans_(1875)
von Zobeltitz,Fedor,Drei Mädchen am Spinnrad,1912,,Fedor_von_Zobeltitz_-_Drei_Mädchen_am_Spinnrad_(1912)
Schirokauer,Alfred,Lassalle,1912,,Alfred_Schirokauer_-_Lassalle_(1912)
Raabe,Wilhelm,Nach dem großen Kriege,1861,,Wilhelm_Raabe_-_Nach_dem_großen_Kriege_(1861)
zu Reventlow,Fanny,Das feindselige Gepäck,1917,,Fanny_zu_Reventlow_-_Das_feindselige_Gepäck_(1917)
Heiberg,Hermann,Menschen untereinander,1888,,Hermann_Heiberg_-_Menschen_untereinander_(1888)
von Eschstruth,Nataly,Die Bären von Hohen-Esp,1902,,Nataly_von_Eschstruth_-_Die_Bären_von_Hohen-Esp_(1902)
Raabe,Wilhelm,Die schwarze Galeere,1865,,Wilhelm_Raabe_-_Die_schwarze_Galeere_(1865)
Schirokauer,Alfred,Lord Byron,1925,,Alfred_Schirokauer_-_Lord_Byron_(1925)
Wichert,Ernst,Ansas und Grita,1881,,Ernst_Wichert_-_Ansas_und_Grita_(1881)
Tieck,Ludwig,Der fünfzehnte November,1827,,Ludwig_Tieck_-_Der_fünfzehnte_November_(1827)
von Perfall,Anton,Die Landstreicherin,1901,,Anton_von_Perfall_-_Die_Landstreicherin_(1901)
Storm,Theodor,Sylter Novelle,1887,,Theodor_Storm_-_Sylter_Novelle_(1887)
Lienhard,Friedrich,Oberlin,1910,,Friedrich_Lienhard_-_Oberlin_(1910)
Vely,Emma,Burgfriede,1917,,Emma_Vely_-_Burgfriede_(1917)
Roth,Joseph,Die Geschichte von der 1002 Nacht,1939,,Joseph_Roth_-_Die_Geschichte_von_der_1002_Nacht_(1939)
Kafka,Franz,Schakale und Araber,1916,,Franz_Kafka_-_Schakale_und_Araber_(1916)
Vulpius,Christian August,Rinaldo Rinaldini der Räuberhauptmann,1799,,Christian_August_Vulpius_-_Rinaldo_Rinaldini_der_Räuberhauptmann_(1799)
Immermann,Karl,Münchhausen,1839,,Karl_Immermann_-_Münchhausen_(1839)
Peter,Johann,Wie mir die Lust zum Tanzen verging,1903,,Johann_Peter_-_Wie_mir_die_Lust_zum_Tanzen_verging_(1903)
Roth,Joseph,Das falsche Gewicht,1937,,Joseph_Roth_-_Das_falsche_Gewicht_(1937)
Ebers,Georg,Die Gred,1889,,Georg_Ebers_-_Die_Gred_(1889)
Vischer,Friedrich Theodor,Auch Einer,1879,,Friedrich_Theodor_Vischer_-_Auch_Einer_(1879)
Eyth,Max,Schlehen,1904,,Max_Eyth_-_Schlehen_(1904)
Rosegger,Peter,Als ich noch der Waldbauernbub war,1900,,Peter_Rosegger_-_Als_ich_noch_der_Waldbauernbub_war_(1900)
Lienert,Meinrad,Der doppelte Matthias und seine Töchter,1929,1,Meinrad_Lienert_-_Der_doppelte_Matthias_und_seine_Töchter_-_1_(1929)
Meyrink,Gustav,Die vier Mondbrüder,1913,,Gustav_Meyrink_-_Die_vier_Mondbrüder_(1913)
von Wildenbruch,Ernst,Der Letzte,1883,,Ernst_von_Wildenbruch_-_Der_Letzte_(1883)
Spyri,Johanna,Im Rhonetal,1880,,Johanna_Spyri_-_Im_Rhonetal_(1880)
von Goethe,Johann Wolfgang,Die Wahlverwandtschaften,1809,,Johann_Wolfgang_von_Goethe_-_Die_Wahlverwandtschaften_(1809)
Greinz,Rudolf,Aus'm heiligen Landl,1909,,Rudolf_Greinz_-_Aus'm_heiligen_Landl_(1909)
Stettenheim,Julius,Muckenich's Reden und Thaten,1885,,Julius_Stettenheim_-_Muckenich's_Reden_und_Thaten_(1885)
Tieck,Ludwig,Die Elfen,1812,,Ludwig_Tieck_-_Die_Elfen_(1812)
Freytag,Gustav,Verlorene Handschrift,1864,,Gustav_Freytag_-_Verlorene_Handschrift_(1864)
Mauthner,Fritz,Böhmische Novellen,1897,,Fritz_Mauthner_-_Böhmische_Novellen_(1897)
Hahn-Hahn,Ida,Peregrin,1864,,Ida_Hahn-Hahn_-_Peregrin_(1864)
Jensen,Wilhelm,Eine Schachpartie,1905,,Wilhelm_Jensen_-_Eine_Schachpartie_(1905)
Scheerbart,Paul,Flora Mohr – Eine Glasblumen-Novelle,1912,,Paul_Scheerbart_-_Flora_Mohr_–_Eine_Glasblumen-Novelle_(1912)
Gerstäcker,Friedrich,Señor Aguila,1865,,Friedrich_Gerstäcker_-_Señor_Aguila_(1865)
von Hofmannsthal,Hugo,Reise im nördlichen Afrika,1925,,Hugo_von_Hofmannsthal_-_Reise_im_nördlichen_Afrika_(1925)
Schirokauer,Alfred,Mirabeau,1921,,Alfred_Schirokauer_-_Mirabeau_(1921)
Tieck,Ludwig,Der Wassermensch,1835,,Ludwig_Tieck_-_Der_Wassermensch_(1835)
Heiberg,Hermann,Und er ließ sie doch,1896,,Hermann_Heiberg_-_Und_er_ließ_sie_doch_(1896)
Auerbach,Berthold,Auf der Höhe Vierter Band,1865,,Berthold_Auerbach_-_Auf_der_Höhe_Vierter_Band_(1865)
Thoma,Ludwig,Der Wittiber,1911,,Ludwig_Thoma_-_Der_Wittiber_(1911)
Hille,Peter,"Ich bin, also ist Schönheit",1904,,"Peter_Hille_-_Ich_bin,_also_ist_Schönheit_(1904)"
Schlaf,Johannes,Ein freies Weib,1912,,Johannes_Schlaf_-_Ein_freies_Weib_(1912)
Grunert,Carl,Der Marsspion und andere Novellen,1908,,Carl_Grunert_-_Der_Marsspion_und_andere_Novellen_(1908)
Grimmelshausen,,Verkehrte Welt,1672,,Grimmelshausen_-_Verkehrte_Welt_(1672)
Möllhausen,Balduin,Die beiden Jachten,1891,,Balduin_Möllhausen_-_Die_beiden_Jachten_(1891)
Auerbach,Berthold,Drei einzige Töchter,1875,,Berthold_Auerbach_-_Drei_einzige_Töchter_(1875)
Seidel,Willy,Das siebenköpfige Tier,1934,,Willy_Seidel_-_Das_siebenköpfige_Tier_(1934)
von Schmid,Christoph,"Gottfried, der junge Einsiedler",1829,,"Christoph_von_Schmid_-_Gottfried,_der_junge_Einsiedler_(1829)"
Flaischlen,Cäsar,Schattenspiel,1897,,Cäsar_Flaischlen_-_Schattenspiel_(1897)
Wezel,Johann Karl,Herrmann und Ulrike,1780,Band 3,Johann_Karl_Wezel_-_Herrmann_und_Ulrike_-_Band_3_(1780)
Spyri,Johanna,Was soll denn aus ihr werden,1887,,Johanna_Spyri_-_Was_soll_denn_aus_ihr_werden_(1887)
Bierbaum,Otto Julius,Der Negerkomiker,1893,,Otto_Julius_Bierbaum_-_Der_Negerkomiker_(1893)
Schwarzenbach,Annemarie,Freunde um Bernhard,1931,,Annemarie_Schwarzenbach_-_Freunde_um_Bernhard_(1931)
Harich,Walther,Der Kunstfälscher,1930,,Walther_Harich_-_Der_Kunstfälscher_(1930)
Hebbel,Friedrich,Eine Nacht im Jägerhause,1863,,Friedrich_Hebbel_-_Eine_Nacht_im_Jägerhause_(1863)
Dahn,Felix,Gelimer,1885,,Felix_Dahn_-_Gelimer_(1885)
Kortum,Carl Arnold,Die Jobsiade,1784,,Carl_Arnold_Kortum_-_Die_Jobsiade_(1784)
Sonnleitner,Alois Theodor,Die Höhlenkinder – Im Steinhaus,1920,,Alois_Theodor_Sonnleitner_-_Die_Höhlenkinder_–_Im_Steinhaus_(1920)
Tieck,Ludwig,Der Schutzgeist,1839,,Ludwig_Tieck_-_Der_Schutzgeist_(1839)
Halm,Friedrich,Die Freundinnen,1860,,Friedrich_Halm_-_Die_Freundinnen_(1860)
Storm,Theodor,Beim Vetter Christian,1874,,Theodor_Storm_-_Beim_Vetter_Christian_(1874)
Milow,Stephan,Gunter und Siegfried,1907,,Stephan_Milow_-_Gunter_und_Siegfried_(1907)
Rückert,Friedrich,Die Makamen des Hariri,1826,,Friedrich_Rückert_-_Die_Makamen_des_Hariri_(1826)
Gerstäcker,Friedrich,Der Flatbootmann,1858,,Friedrich_Gerstäcker_-_Der_Flatbootmann_(1858)
Kraft,Robert,Die Vestalinnen,1895,Band 4,Robert_Kraft_-_Die_Vestalinnen_-_Band_4_(1895)
Spyri,Johanna,Schloss Wildenstein,1892,,Johanna_Spyri_-_Schloss_Wildenstein_(1892)
